# inc   q0   q1   q2   q3
     0  5.62187372e-01  2.88419001e-03 -8.17023373e-01 -1.28100930e-01
    10  5.64107594e-01  1.98382185e-03 -8.15481887e-01 -1.29491230e-01
    20  5.66416690e-01  1.08549356e-03 -8.13646489e-01 -1.30959329e-01
    30  5.68705582e-01  2.00645785e-04 -8.11818364e-01 -1.32381513e-01
    40  5.71000263e-01 -7.00113093e-04 -8.09974073e-01 -1.33791670e-01
    50  5.73305581e-01 -1.62536699e-03 -8.08108188e-01 -1.35200690e-01
    60  5.75619337e-01 -2.57773095e-03 -8.06221003e-01 -1.36614159e-01
    70  5.77936930e-01 -3.55723126e-03 -8.04314687e-01 -1.38036719e-01
    80  5.80255917e-01 -4.55996331e-03 -8.02391125e-01 -1.39465979e-01
    90  5.82575913e-01 -5.58187444e-03 -8.00451079e-01 -1.40897902e-01
   100  5.84897250e-01 -6.61888474e-03 -7.98494753e-01 -1.42328936e-01
   110  5.87219225e-01 -7.66621374e-03 -7.96523199e-01 -1.43755362e-01
   120  5.89540440e-01 -8.71891450e-03 -7.94538032e-01 -1.45173570e-01
