# inc   q0   q1   q2   q3
     0  6.58747190e-01  1.16338500e-01  7.13177230e-01  2.09513080e-01
    10  6.58481679e-01  1.17116944e-01  7.13352298e-01  2.09317939e-01
    20  6.58208772e-01  1.18092935e-01  7.13546935e-01  2.08964216e-01
    30  6.57954186e-01  1.19070421e-01  7.13722750e-01  2.08610547e-01
    40  6.57709085e-01  1.20049092e-01  7.13886895e-01  2.08260598e-01
    50  6.57469536e-01  1.21026254e-01  7.14043664e-01  2.07913687e-01
    60  6.57233043e-01  1.22000366e-01  7.14195317e-01  2.07570920e-01
    70  6.57003640e-01  1.22968903e-01  7.14337399e-01  2.07236450e-01
    80  6.56789663e-01  1.23928080e-01  7.14461244e-01  2.06916168e-01
    90  6.56596721e-01  1.24874477e-01  7.14561567e-01  2.06612871e-01
   100  6.56429208e-01  1.25804169e-01  7.14634006e-01  2.06330423e-01
   110  6.56290511e-01  1.26714807e-01  7.14675224e-01  2.06071462e-01
   120  6.56176988e-01  1.27609502e-01  7.14689426e-01  2.05831483e-01
