Strain_vM	Stress_vM
7.401486830834374e-17	3.2594767151584994e-05
0.007362800191100418	105071568.45168175
0.016503624281009977	107259470.38556506
0.02567449317478444	108592361.99925978
0.03486056210697648	109825953.22199935
0.04404232759163963	111002891.50943536
0.05320207923380549	112137229.37347387
0.062335174086732316	113218582.81695557
0.07143893384605297	114226117.77453522
0.08050366196483442	115150393.19978644
0.08951860413337855	115987395.40469638
0.09847814753142406	116736139.09193408
0.10737818872517879	117409391.09712592
