Strain_vM	Stress_vM
2.6686440283244813e-16	2.5985413100030047e-05
0.005027115220614721	104803896.86162955
0.011498654287203315	106823231.5377612
0.017916050128014324	108201930.53139672
0.024246929829016536	109445957.6218516
0.03050066798386806	110557191.83539914
0.03669551662516486	111590407.47650732
0.0428521145730451	112604515.2504221
0.04898217109583974	113637213.30656104
0.0550802694570776	114671999.39330827
0.061130863188638675	115707969.16723566
0.0671186686253228	116724173.71590663
0.07303454503580438	117703581.91895127
