Strain_vM	Stress_vM
2.89037300608758e-16	2.4465221997797295e-05
0.007630067743728012	130855283.5633172
0.016631801789903252	133935792.27633604
0.02564494722767819	135590452.87172636
0.03464414432737559	136995345.6178757
0.04361301110853077	138329382.76030725
0.052544295357282625	139620144.07248747
0.061438824200245594	140906106.01516196
0.07028729332270434	142221633.20516503
0.07907707805013289	143558137.98609406
0.08779310429585233	144904717.31703213
0.09642651970721877	146243896.844552
0.10497073117929646	147576956.85544378
