Strain_vM	Stress_vM
7.401486830834378e-17	9.332301533370789e-06
0.012686209946530394	96759826.10279067
0.02752361690644414	98668706.73862597
0.04196511573262742	100581328.65348133
0.056087759809158685	102555228.38357769
0.06996282664672977	104513109.6939682
0.0835902306445494	106292767.61663571
0.09694978100434569	107883010.60472696
0.11010293371675536	109364743.42896135
0.12311250558877594	110799953.76607646
0.13601200874291178	112178788.48098578
0.148816676355239	113428689.84977682
0.16153965255477676	114571682.6344046
