Strain_vM	Stress_vM
2.0604867304337682e-16	9.983979913372231e-06
0.005984132696814162	118752296.30129915
0.013492051380625645	121989826.39730306
0.020953524357918574	123993199.68956535
0.02834567645215617	125769369.14609542
0.035671544696803746	127439027.76858446
0.04293795054231241	129068205.21096525
0.05015435556681107	130675806.1484375
0.05733601540563105	132284480.36906946
0.06449290131825183	133850988.26546986
0.071626852352825	135378143.9207862
0.07873510930945873	136876318.87690243
0.08581332572580186	138324766.7808548
