Strain_vM	Stress_vM
1.2819751242557102e-16	3.785132483562067e-05
0.00858185061561475	84707414.5015945
0.018728931375794847	85874346.04885687
0.028721037757309085	86965327.13415523
0.038600938345564086	87992688.50048095
0.0483864567315411	88962220.42932397
0.05807217054410962	89887814.68257518
0.06764614738451173	90773288.90912892
0.07711139870841484	91607167.56067336
0.08647182724943513	92398752.28467208
0.09572726877169116	93149213.67835875
0.10488487846754364	93870198.88612682
0.11395420883579375	94568896.674508
