Strain_vM	Stress_vM
2.6686440283244803e-16	1.9283765701449858e-05
0.007392507900988533	96863511.01574762
0.015942764188566185	101093280.15497047
0.024537505637052343	103095856.34100923
0.03315766788594454	104730913.58123063
0.04178728222632506	106274483.15426101
0.050401303521050066	107853375.55072686
0.058978148146990685	109490535.47907168
0.06751284861242328	111094183.96753486
0.07600018028877531	112533371.65558277
0.08444174464278376	113941051.01385029
0.09283063167866744	115327840.22662334
0.1011531695018313	116672917.3702673
