Strain_vM	Stress_vM
2.6686440283244813e-16	1.61673892187399e-05
0.006942489582555007	113380297.72690074
0.014912861850326182	117359722.214247
0.0228598576219857	119029810.15990433
0.030766307185228384	120134985.8716782
0.03862062240406145	121022666.51600242
0.04641092580698159	121800523.50383487
0.05411485303665898	122553623.3444328
0.06172007880308568	123337886.34585452
0.06922976823832992	124182202.22047843
0.07664918219316398	125069846.87225653
0.08397796200826836	126007409.61321779
0.09121552214715803	126956641.09829308
