Strain_vM	Stress_vM
3.916498697301469e-16	1.293628202843538e-05
0.010021806450137628	84373855.36817075
0.02143953622967458	85774151.13046488
0.032694256924727605	87100039.52195753
0.04385760971940938	88375647.9264623
0.054955927070099324	89585871.6698152
0.0659702436913928	90703675.4664557
0.0768658752639598	91704764.34775415
0.08763228943427603	92605708.30958325
0.09826675231073252	93468212.05364046
0.10877499415404013	94365220.99335364
0.11915665718019007	95247337.5999557
0.12940076248636603	96083247.20838934
