Strain_vM	Stress_vM
1.3343220141622402e-16	1.3309639807156178e-05
0.005478873286490192	104044590.43560171
0.012068621221167433	107460131.16023594
0.018750356393239343	108933673.87081043
0.025473835239670835	109963811.74298838
0.03221412098199773	111003164.93804802
0.038953965572871944	112066912.30417325
0.04568386488131388	113117874.86223514
0.05239684802128434	114101436.0539901
0.05909022221833293	114958353.620139
0.06575866103381049	115694426.51913288
0.07239856422998797	116351352.06370585
0.07901055710915278	116991910.63223746
