Strain_vM	Stress_vM
7.401486830834373e-17	1.890598507476323e-05
0.015835042284420058	109164762.0605016
0.0335266378370639	113653475.90701228
0.05116130437518927	118267268.82311018
0.0687228899144193	122946807.09427394
0.08618995308079912	127389234.13930133
0.1035467718882853	131376102.55988792
0.12079810994587839	134990918.9226483
0.13796550164462382	138538229.61556566
0.15506001469763916	142266661.65871355
0.17207745380733083	146227830.93357113
0.1890064431127982	150595983.7723039
0.2058324809609024	155218495.83450267
