Strain_vM	Stress_vM
1.6131166563777087e-16	1.0266093845062512e-05
0.016969049691742382	129363170.72393887
0.0359477976543604	132588708.2884501
0.05480545455034033	135483418.61128652
0.07356084786860362	138061078.38004318
0.09223622458863266	140283476.00165626
0.11085646109176452	142179232.4432172
0.12942294694107215	143795471.93127394
0.14791579752701245	145204247.27958506
0.166310769324071	146471467.8286045
0.18459426176842836	147585765.03784096
0.2027464578507161	148558966.7381542
0.22073712354537864	149451472.4606803
