Strain_vM	Stress_vM
2.220446049250313e-16	1.2415136149496947e-05
0.01569393910370003	107242932.26537633
0.033028749520319235	111805733.30586441
0.05025773609962632	115065134.60608397
0.0673845739437747	118070117.68910445
0.08441326662947449	120926776.38490275
0.10135104405122496	123647684.3801021
0.11820804781027941	126208219.6506347
0.134990459259812	128761594.87965521
0.15169930117748853	131464667.65771967
0.1683358143120778	134248253.42185497
0.18490046974770913	136887714.33247
0.20139305428819537	139236143.37583005
