Strain_vM	Stress_vM
7.401486830834374e-17	2.113136261859121e-05
0.015839472367464403	105442083.45980118
0.033587289397281714	110119640.13820608
0.05128362203981679	113983100.49450381
0.06891957434362232	117594817.86162181
0.0865038283554562	121307712.03903058
0.10405380729145804	125254332.629341
0.1215864246028894	129602257.48464882
0.13911005381900515	134430259.62375268
0.1566190085912061	139495310.50775057
0.17408078726406534	144309548.1301754
0.19141250571103455	148596873.33337843
0.20853217719022582	152514399.84377712
