Strain_vM	Stress_vM
1.3343220141622404e-16	2.1381387571542555e-05
0.016216044320274722	111897973.71200974
0.034280522593308736	114965121.01112473
0.05218445084149656	117695595.14461197
0.0699359551648337	120229636.61811878
0.08753854122914558	122590245.89979784
0.104987974102846	124817511.42806166
0.12228044881943499	126906632.68368633
0.13941606924948427	128832903.42884259
0.1563968589204244	130594517.58286063
0.17322289168927252	132235901.69711488
0.18988623775816527	133816485.91192575
0.20637815026826567	135350597.38944593
