Strain_vM	Stress_vM
1.281975124255709e-16	2.1969579585962637e-05
0.017826488180576666	129763994.08228904
0.03786720691134022	133043502.77592403
0.057858287835629234	135840645.39076248
0.077769175087992	138329822.45071274
0.0975637406569535	140513604.60054284
0.11720788917528584	142330649.9504059
0.13667346027154048	143770476.1503945
0.1559234928892452	144899209.3953327
0.1749196213877407	145846989.3028056
0.19364613546413256	146752239.1187891
0.21210835034046788	147647541.75403273
0.23031017135628806	148622299.2454472
