Strain_vM	Stress_vM
1.6131166563777082e-16	1.9875357728651855e-05
0.015803473436444906	133877856.0397364
0.03357473424749465	137425180.6576051
0.05125533056384525	140513514.24813512
0.06883505796297705	143245967.98373473
0.08631052456980219	145727380.97867906
0.10366573963521374	148004549.28649798
0.12089563453783844	149999292.2264226
0.13800377257911114	151648470.9138096
0.15499147814970302	152977067.6048013
0.17185527792316752	154111981.36110005
0.18859583652734715	155182161.1258632
0.20521306486648802	156290538.8073393
