Strain_vM	Stress_vM
9.79124674325368e-17	2.0909560927144545e-05
0.01552128236108603	113792801.71129462
0.0329779399602156	116644133.71781933
0.050352090446854805	119022398.83239487
0.06763671932201476	121286067.5427649
0.08482822958584103	123495410.77127129
0.10192647654044147	125665377.77108285
0.11892902100022917	127808393.33964637
0.13583153160075637	130007088.43625237
0.15263033460942405	132386267.91168058
0.16932760405880412	135021226.38877514
0.185932776654144	137865635.4370068
0.2024569282846771	140835477.47803572
