# inc   q0   q1   q2   q3
     0  7.90506767e-01  1.27501420e-01  3.28431349e-01  5.00974338e-01
    10  7.91758360e-01  1.27987158e-01  3.24520318e-01  5.01422526e-01
    20  7.93493996e-01  1.28096718e-01  3.19912328e-01  5.01612012e-01
    30  7.95146554e-01  1.28328959e-01  3.15642205e-01  5.01640941e-01
    40  7.96706484e-01  1.28647087e-01  3.11633629e-01  5.01590656e-01
    50  7.98180240e-01  1.29045780e-01  3.07850279e-01  5.01481502e-01
    60  7.99585051e-01  1.29524387e-01  3.04265102e-01  5.01308216e-01
    70  8.00935210e-01  1.30077214e-01  3.00858926e-01  5.01065480e-01
    80  8.02238338e-01  1.30695540e-01  2.97613295e-01  5.00758077e-01
    90  8.03499636e-01  1.31385500e-01  2.94510815e-01  5.00389413e-01
   100  8.04716843e-01  1.32172720e-01  2.91552849e-01  4.99958110e-01
   110  8.05883866e-01  1.33077587e-01  2.88754322e-01  4.99462202e-01
   120  8.07007266e-01  1.34094941e-01  2.86110759e-01  4.98897237e-01
