# inc   q0   q1   q2   q3
     0  2.97024120e-01  4.81904590e-01  2.51128750e-01  7.85161760e-01
    10  2.96439189e-01  4.83359044e-01  2.53637330e-01  7.83681024e-01
    20  2.95760910e-01  4.85326160e-01  2.56899079e-01  7.81656488e-01
    30  2.95027538e-01  4.87348708e-01  2.60216319e-01  7.79575176e-01
    40  2.94230449e-01  4.89406239e-01  2.63582498e-01  7.77453692e-01
    50  2.93373600e-01  4.91483688e-01  2.66990890e-01  7.75300961e-01
    60  2.92460372e-01  4.93570638e-01  2.70438036e-01  7.73122387e-01
    70  2.91493549e-01  4.95660885e-01  2.73921038e-01  7.70920919e-01
    80  2.90475440e-01  4.97751028e-01  2.77439094e-01  7.68697263e-01
    90  2.89409821e-01  4.99834663e-01  2.80991497e-01  7.66453549e-01
   100  2.88300248e-01  5.01907319e-01  2.84576179e-01  7.64191343e-01
   110  2.87146348e-01  5.03970058e-01  2.88188427e-01  7.61911141e-01
   120  2.85947206e-01  5.06017878e-01  2.91815257e-01  7.59620930e-01
