# inc   q0   q1   q2   q3
     0  8.75706299e-02  5.23320379e-01  6.64179599e-01  5.26623799e-01
    10  8.72522721e-02  5.20967219e-01  6.63644293e-01  5.29675797e-01
    20  8.67750369e-02  5.18091754e-01  6.62926317e-01  5.33460144e-01
    30  8.63336790e-02  5.15200867e-01  6.62243444e-01  5.37166812e-01
    40  8.59033707e-02  5.12266755e-01  6.61622888e-01  5.40794358e-01
    50  8.54892737e-02  5.09321459e-01  6.61064511e-01  5.44313281e-01
    60  8.50856021e-02  5.06420687e-01  6.60569271e-01  5.47673960e-01
    70  8.46634553e-02  5.03630886e-01  6.60137228e-01  5.50823810e-01
    80  8.42291404e-02  5.00955393e-01  6.59766727e-01  5.53766208e-01
    90  8.37921079e-02  4.98384143e-01  6.59463392e-01  5.56507110e-01
   100  8.33548921e-02  4.95903264e-01  6.59233235e-01  5.59055861e-01
   110  8.29226284e-02  4.93502220e-01  6.59079128e-01  5.61421498e-01
   120  8.24965181e-02  4.91173819e-01  6.59009042e-01  5.63604193e-01
