# inc   q0   q1   q2   q3
     0  5.14611278e-01  5.29467218e-01  6.61078638e-01  1.33471840e-01
    10  5.15001854e-01  5.29347099e-01  6.60616233e-01  1.34725397e-01
    20  5.15646832e-01  5.29156645e-01  6.59904459e-01  1.36483311e-01
    30  5.16315901e-01  5.28992544e-01  6.59134300e-01  1.38299503e-01
    40  5.16975214e-01  5.28874035e-01  6.58315139e-01  1.40178677e-01
    50  5.17618787e-01  5.28805852e-01  6.57451111e-01  1.42102773e-01
    60  5.18254114e-01  5.28786673e-01  6.56541719e-01  1.44049637e-01
    70  5.18893253e-01  5.28809909e-01  6.55586068e-01  1.46002671e-01
    80  5.19542118e-01  5.28869707e-01  6.54585422e-01  1.47955219e-01
    90  5.20202742e-01  5.28964811e-01  6.53538952e-01  1.49907218e-01
   100  5.20875541e-01  5.29095416e-01  6.52445726e-01  1.51859430e-01
   110  5.21562872e-01  5.29256772e-01  6.51307458e-01  1.53811684e-01
   120  5.22262546e-01  5.29442229e-01  6.50131150e-01  1.55763429e-01
