# inc   q0   q1   q2   q3
     0  5.11128580e-01  4.27886600e-02  8.18142649e-01  2.59921740e-01
    10  5.11264809e-01  4.17757746e-02  8.18389050e-01  2.59041392e-01
    20  5.11128316e-01  4.04024251e-02  8.18976940e-01  2.57666956e-01
    30  5.11017678e-01  3.89515776e-02  8.19570588e-01  2.56218184e-01
    40  5.10908482e-01  3.74555176e-02  8.20185357e-01  2.54687234e-01
    50  5.10811710e-01  3.59245733e-02  8.20808273e-01  2.53090104e-01
    60  5.10738259e-01  3.43607290e-02  8.21426848e-01  2.51443243e-01
    70  5.10690463e-01  3.27646922e-02  8.22037123e-01  2.49753268e-01
    80  5.10667501e-01  3.11369332e-02  8.22637099e-01  2.48027010e-01
    90  5.10669550e-01  2.94769897e-02  8.23223960e-01  2.46272267e-01
   100  5.10693464e-01  2.77913681e-02  8.23796772e-01  2.44496838e-01
   110  5.10733210e-01  2.60904248e-02  8.24357060e-01  2.42706235e-01
   120  5.10783661e-01  2.43853800e-02  8.24906627e-01  2.40903427e-01
