# inc   q0   q1   q2   q3
     0  6.33095403e-02  1.27633831e-01  2.73054001e-03  9.89794954e-01
    10  6.18879720e-02  1.27647979e-01  3.79062509e-03  9.89879540e-01
    20  6.02491228e-02  1.27616132e-01  4.95454827e-03  9.89979605e-01
    30  5.86678411e-02  1.27659917e-01  6.13109503e-03  9.90062341e-01
    40  5.71328967e-02  1.27773950e-01  7.31176460e-03  9.90129379e-01
    50  5.56421549e-02  1.27965289e-01  8.49749120e-03  9.90180099e-01
    60  5.41925437e-02  1.28241341e-01  9.69131100e-03  9.90213818e-01
    70  5.27801725e-02  1.28605629e-01  1.08992571e-02  9.90230302e-01
    80  5.14010591e-02  1.29056887e-01  1.21299569e-02  9.90229829e-01
    90  5.00524435e-02  1.29589015e-01  1.33881992e-02  9.90213207e-01
   100  4.87339797e-02  1.30190686e-01  1.46736071e-02  9.90181837e-01
   110  4.74467566e-02  1.30857855e-01  1.59872206e-02  9.90136069e-01
   120  4.61922613e-02  1.31591476e-01  1.73326253e-02  9.90075522e-01
