# inc   q0   q1   q2   q3
     0  5.13176633e-01 -3.96852073e-01  7.60854655e-01 -1.60738801e-02
    10  5.13826173e-01 -3.95763332e-01  7.61010111e-01 -1.47532657e-02
    20  5.14630804e-01 -3.94259576e-01  7.61275613e-01 -1.31895433e-02
    30  5.15400439e-01 -3.92691144e-01  7.61591411e-01 -1.16007003e-02
    40  5.16132287e-01 -3.91072037e-01  7.61951447e-01 -1.00057865e-02
    50  5.16825436e-01 -3.89410148e-01  7.62351991e-01 -8.40521388e-03
    60  5.17482777e-01 -3.87713424e-01  7.62786683e-01 -6.80828631e-03
    70  5.18114760e-01 -3.85991529e-01  7.63243257e-01 -5.23124838e-03
    80  5.18740591e-01 -3.84253582e-01  7.63703990e-01 -3.68776072e-03
    90  5.19386152e-01 -3.82505017e-01  7.64148650e-01 -2.18583780e-03
   100  5.20074316e-01 -3.80748294e-01  7.64560603e-01 -7.25746697e-04
   110  5.20823298e-01 -3.78983942e-01  7.64927302e-01  6.97826396e-04
   120  5.21648011e-01 -3.77212217e-01  7.65238476e-01  2.09059989e-03
